score,ok,max_att,threshold,lookahead,release,knee,bias,noise,signal,ssnr
2.491172650639701,False,24.0,3.0,0,80.0,12.0,1.5,-2.2702916464423075,-0.74496277261018,8.942196221040541
2.4888366113755795,False,24.0,6.0,2,20.0,12.0,1.0,-1.4847848912519215,-0.504448188501472,8.973009702840612
2.4874630619398523,False,30.0,9.0,0,80.0,6.0,1.5,-17.490904103909862,-2.790595758627138,4.398484676982277
2.483893466223038,False,18.0,3.0,0,40.0,12.0,1.5,-1.9795404684915925,-0.7298456216509601,9.061256491368738
2.4757250661366363,False,30.0,12.0,0,80.0,6.0,1.0,-16.583767592708725,-2.634449535888226,4.611964600572869
2.473610256166552,False,18.0,9.0,4,20.0,12.0,1.0,-3.50340813407924,-0.8555989566777845,8.482811056086907
2.472817438693835,False,18.0,6.0,4,20.0,6.0,1.0,-1.6918866239110928,-0.4603102163234472,8.795242291903117
2.4700807133874387,False,18.0,9.0,2,40.0,12.0,1.0,-3.6250881026537427,-0.9410201667246406,8.548338115480384
2.469715099722004,False,18.0,9.0,0,80.0,12.0,1.0,-3.9736573196083036,-1.0964766794647887,8.607055469280608
2.4661678968840866,False,18.0,9.0,4,40.0,6.0,1.0,-5.761862208358707,-1.0580384202946898,7.653522034731299
2.464948049073957,False,18.0,6.0,4,40.0,6.0,1.5,-6.487952426462548,-1.1412500735070599,7.414684481592869
2.4638609881090083,False,12.0,3.0,2,20.0,6.0,1.5,-1.848253756736194,-0.6088151383721625,8.935337883271226
2.44747101009329,False,30.0,9.0,4,40.0,12.0,1.0,-5.557032244720819,-1.0341932601854982,7.7108208329910575
